example_id,world_id,proposition_id,paraphrase_id,split,label,pred_label,correct,template_id,template_family,lf_type,status,stop_reason,token_count,runtime_sec,sample_path,states_path,logits_path,error
train_world_000003_prop_0005_para_05,train_world_000003,train_world_000003_prop_0005,para_05,train,Unknown,False,False,not_v1_rel_v1,negation,not,ok,eos_token,4,0.604,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_05/logits_summary.npz,
train_world_000003_prop_0005_para_06,train_world_000003,train_world_000003_prop_0005,para_06,train,Unknown,False,False,not_v2_rel_v2,negation,not,ok,eos_token,4,0.587,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_06/logits_summary.npz,
train_world_000003_prop_0005_para_07,train_world_000003,train_world_000003_prop_0005,para_07,train,Unknown,False,False,not_v3_rel_v3,negation,not,ok,eos_token,4,0.608,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0005_para_07/logits_summary.npz,
train_world_000003_prop_0006_para_00,train_world_000003,train_world_000003_prop_0006,para_00,train,False,True,False,at_least_two_v0,at_least_two,at_least_two,ok,eos_token,4,0.61,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_00/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_00/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_00/logits_summary.npz,
train_world_000003_prop_0006_para_01,train_world_000003,train_world_000003_prop_0006,para_01,train,False,True,False,at_least_two_v1,at_least_two,at_least_two,ok,eos_token,4,0.603,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_01/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_01/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_01/logits_summary.npz,
train_world_000003_prop_0006_para_02,train_world_000003,train_world_000003_prop_0006,para_02,train,False,True,False,at_least_two_v2,at_least_two,at_least_two,ok,eos_token,4,0.605,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_02/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_02/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_02/logits_summary.npz,
train_world_000003_prop_0006_para_03,train_world_000003,train_world_000003_prop_0006,para_03,train,False,True,False,at_least_two_v3,at_least_two,at_least_two,ok,eos_token,4,0.601,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_03/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_03/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_03/logits_summary.npz,
train_world_000003_prop_0006_para_04,train_world_000003,train_world_000003_prop_0006,para_04,train,False,True,False,at_least_two_v0,at_least_two,at_least_two,ok,eos_token,4,0.611,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_04/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_04/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_04/logits_summary.npz,
train_world_000003_prop_0006_para_05,train_world_000003,train_world_000003_prop_0006,para_05,train,False,True,False,at_least_two_v1,at_least_two,at_least_two,ok,eos_token,4,0.603,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_05/logits_summary.npz,
train_world_000003_prop_0006_para_06,train_world_000003,train_world_000003_prop_0006,para_06,train,False,True,False,at_least_two_v2,at_least_two,at_least_two,ok,eos_token,4,0.616,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_06/logits_summary.npz,
train_world_000003_prop_0006_para_07,train_world_000003,train_world_000003_prop_0006,para_07,train,False,True,False,at_least_two_v3,at_least_two,at_least_two,ok,eos_token,4,0.599,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0006_para_07/logits_summary.npz,
train_world_000003_prop_0007_para_00,train_world_000003,train_world_000003_prop_0007,para_00,train,Unknown,True,False,or_v0_rel_v0_rel_v1,or,or,ok,eos_token,4,0.598,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_00/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_00/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_00/logits_summary.npz,
train_world_000003_prop_0007_para_01,train_world_000003,train_world_000003_prop_0007,para_01,train,Unknown,True,False,or_v1_rel_v1_rel_v2,or,or,ok,eos_token,4,0.592,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_01/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_01/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_01/logits_summary.npz,
train_world_000003_prop_0007_para_02,train_world_000003,train_world_000003_prop_0007,para_02,train,Unknown,True,False,or_v2_rel_v2_rel_v3,or,or,ok,eos_token,4,0.604,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_02/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_02/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_02/logits_summary.npz,
train_world_000003_prop_0007_para_03,train_world_000003,train_world_000003_prop_0007,para_03,train,Unknown,True,False,or_v3_rel_v3_rel_v4,or,or,ok,eos_token,4,0.606,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_03/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_03/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_03/logits_summary.npz,
train_world_000003_prop_0007_para_04,train_world_000003,train_world_000003_prop_0007,para_04,train,Unknown,True,False,or_v0_rel_v0_rel_v1,or,or,ok,eos_token,4,0.598,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_04/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_04/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_04/logits_summary.npz,
train_world_000003_prop_0007_para_05,train_world_000003,train_world_000003_prop_0007,para_05,train,Unknown,True,False,or_v1_rel_v1_rel_v2,or,or,ok,eos_token,4,0.588,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_05/logits_summary.npz,
train_world_000003_prop_0007_para_06,train_world_000003,train_world_000003_prop_0007,para_06,train,Unknown,True,False,or_v2_rel_v2_rel_v3,or,or,ok,eos_token,4,0.591,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_06/logits_summary.npz,
train_world_000003_prop_0007_para_07,train_world_000003,train_world_000003_prop_0007,para_07,train,Unknown,True,False,or_v3_rel_v3_rel_v4,or,or,ok,eos_token,4,0.598,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0007_para_07/logits_summary.npz,
train_world_000003_prop_0008_para_00,train_world_000003,train_world_000003_prop_0008,para_00,train,False,True,False,rel_v0,rel,rel,ok,eos_token,4,0.605,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_00/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_00/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_00/logits_summary.npz,
train_world_000003_prop_0008_para_01,train_world_000003,train_world_000003_prop_0008,para_01,train,False,True,False,rel_v1,rel,rel,ok,eos_token,4,0.582,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_01/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_01/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_01/logits_summary.npz,
train_world_000003_prop_0008_para_02,train_world_000003,train_world_000003_prop_0008,para_02,train,False,False,True,rel_v2,rel,rel,ok,eos_token,4,0.606,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_02/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_02/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_02/logits_summary.npz,
train_world_000003_prop_0008_para_03,train_world_000003,train_world_000003_prop_0008,para_03,train,False,False,True,rel_v3,rel,rel,ok,eos_token,4,0.604,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_03/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_03/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_03/logits_summary.npz,
train_world_000003_prop_0008_para_04,train_world_000003,train_world_000003_prop_0008,para_04,train,False,True,False,rel_v0,rel,rel,ok,eos_token,4,0.605,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_04/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_04/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_04/logits_summary.npz,
train_world_000003_prop_0008_para_05,train_world_000003,train_world_000003_prop_0008,para_05,train,False,True,False,rel_v1,rel,rel,ok,eos_token,4,0.586,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_05/logits_summary.npz,
train_world_000003_prop_0008_para_06,train_world_000003,train_world_000003_prop_0008,para_06,train,False,False,True,rel_v2,rel,rel,ok,eos_token,4,0.604,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_06/logits_summary.npz,
train_world_000003_prop_0008_para_07,train_world_000003,train_world_000003_prop_0008,para_07,train,False,False,True,rel_v3,rel,rel,ok,eos_token,4,0.604,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000003_prop_0008_para_07/logits_summary.npz,
train_world_000004_prop_0000_para_00,train_world_000004,train_world_000004_prop_0000,para_00,train,False,False,True,none_v0,none,none,ok,eos_token,4,0.589,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_00/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_00/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_00/logits_summary.npz,
train_world_000004_prop_0000_para_01,train_world_000004,train_world_000004_prop_0000,para_01,train,False,False,True,none_v1,none,none,ok,eos_token,4,0.587,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_01/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_01/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_01/logits_summary.npz,
train_world_000004_prop_0000_para_02,train_world_000004,train_world_000004_prop_0000,para_02,train,False,False,True,none_v2,none,none,ok,eos_token,4,0.617,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_02/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_02/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_02/logits_summary.npz,
train_world_000004_prop_0000_para_03,train_world_000004,train_world_000004_prop_0000,para_03,train,False,False,True,none_v3,none,none,ok,eos_token,4,0.593,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_03/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_03/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_03/logits_summary.npz,
train_world_000004_prop_0000_para_04,train_world_000004,train_world_000004_prop_0000,para_04,train,False,False,True,none_v0,none,none,ok,eos_token,4,0.583,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_04/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_04/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_04/logits_summary.npz,
train_world_000004_prop_0000_para_05,train_world_000004,train_world_000004_prop_0000,para_05,train,False,False,True,none_v1,none,none,ok,eos_token,4,0.583,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_05/logits_summary.npz,
train_world_000004_prop_0000_para_06,train_world_000004,train_world_000004_prop_0000,para_06,train,False,False,True,none_v2,none,none,ok,eos_token,4,0.61,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_06/logits_summary.npz,
train_world_000004_prop_0000_para_07,train_world_000004,train_world_000004_prop_0000,para_07,train,False,False,True,none_v3,none,none,ok,eos_token,4,0.584,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0000_para_07/logits_summary.npz,
train_world_000004_prop_0001_para_00,train_world_000004,train_world_000004_prop_0001,para_00,train,True,True,True,attr_v0,attr,attr,ok,eos_token,4,0.591,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_00/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_00/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_00/logits_summary.npz,
train_world_000004_prop_0001_para_01,train_world_000004,train_world_000004_prop_0001,para_01,train,True,True,True,attr_v1,attr,attr,ok,eos_token,4,0.595,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_01/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_01/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_01/logits_summary.npz,
train_world_000004_prop_0001_para_02,train_world_000004,train_world_000004_prop_0001,para_02,train,True,True,True,attr_v2,attr,attr,ok,eos_token,4,0.588,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_02/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_02/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_02/logits_summary.npz,
train_world_000004_prop_0001_para_03,train_world_000004,train_world_000004_prop_0001,para_03,train,True,True,True,attr_v3,attr,attr,ok,eos_token,4,0.582,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_03/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_03/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_03/logits_summary.npz,
train_world_000004_prop_0001_para_04,train_world_000004,train_world_000004_prop_0001,para_04,train,True,True,True,attr_v0,attr,attr,ok,eos_token,4,0.591,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_04/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_04/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_04/logits_summary.npz,
train_world_000004_prop_0001_para_05,train_world_000004,train_world_000004_prop_0001,para_05,train,True,True,True,attr_v1,attr,attr,ok,eos_token,4,0.588,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_05/logits_summary.npz,
train_world_000004_prop_0001_para_06,train_world_000004,train_world_000004_prop_0001,para_06,train,True,True,True,attr_v2,attr,attr,ok,eos_token,4,0.589,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_06/logits_summary.npz,
train_world_000004_prop_0001_para_07,train_world_000004,train_world_000004_prop_0001,para_07,train,True,True,True,attr_v3,attr,attr,ok,eos_token,4,0.582,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0001_para_07/logits_summary.npz,
train_world_000004_prop_0002_para_00,train_world_000004,train_world_000004_prop_0002,para_00,train,False,True,False,exactly_one_v0,exactly_one,exactly_one,ok,eos_token,4,0.588,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_00/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_00/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_00/logits_summary.npz,
train_world_000004_prop_0002_para_01,train_world_000004,train_world_000004_prop_0002,para_01,train,False,True,False,exactly_one_v1,exactly_one,exactly_one,ok,eos_token,4,0.63,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_01/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_01/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_01/logits_summary.npz,
train_world_000004_prop_0002_para_02,train_world_000004,train_world_000004_prop_0002,para_02,train,False,True,False,exactly_one_v2,exactly_one,exactly_one,ok,eos_token,4,0.614,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_02/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_02/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_02/logits_summary.npz,
train_world_000004_prop_0002_para_03,train_world_000004,train_world_000004_prop_0002,para_03,train,False,True,False,exactly_one_v3,exactly_one,exactly_one,ok,eos_token,4,0.614,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_03/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_03/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_03/logits_summary.npz,
train_world_000004_prop_0002_para_04,train_world_000004,train_world_000004_prop_0002,para_04,train,False,True,False,exactly_one_v0,exactly_one,exactly_one,ok,eos_token,4,0.591,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_04/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_04/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_04/logits_summary.npz,
train_world_000004_prop_0002_para_05,train_world_000004,train_world_000004_prop_0002,para_05,train,False,True,False,exactly_one_v1,exactly_one,exactly_one,ok,eos_token,4,0.591,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_05/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_05/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_05/logits_summary.npz,
train_world_000004_prop_0002_para_06,train_world_000004,train_world_000004_prop_0002,para_06,train,False,True,False,exactly_one_v2,exactly_one,exactly_one,ok,eos_token,4,0.615,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_06/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_06/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_06/logits_summary.npz,
train_world_000004_prop_0002_para_07,train_world_000004,train_world_000004_prop_0002,para_07,train,False,True,False,exactly_one_v3,exactly_one,exactly_one,ok,eos_token,4,0.646,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_07/sample.json,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_07/verdict_states.npz,artifacts/micro_world_v1/generations/Qwen__Qwen3_5_2B_train20/examples/train_world_000004_prop_0002_para_07/logits_summary.npz,
